id,NetworkID,InstalledDate,DeviceType,Make,Model,Software,IP,Hostname,Serial,MAC,FirstSeen,LastSeen,DeletedBy,Status
328865,243,8/31/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.128.7,10X045_3560_X2,FDO1326X23S,,9/10/2013,6/9/2014,NULL,Active
346463,243, ,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.19.143.129,10X045_2951_EVPL-VZ,FTX1513AH72,,5/22/2014,6/9/2014,NULL,Active
346559,243, ,IPDVSServer,IBM,7947AC1,na,10.227.116.6,10X045IPDVS1,KQ013AA,,5/26/2014,6/9/2014,NULL,Active
341353,243, ,Procon Server,IBM,8840-11U,na,10.19.128.100,10X045S001,KPRAD06,,11/26/2013,6/9/2014,NULL,Active
340694,243,8/31/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.19.138.3,10X045_WLC1,FOC1328F04A,,11/13/2013,6/9/2014,NULL,Active
339663,243, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.19.128.13,10X045_3560PWR_X8,FDO1536V09M,,10/22/2013,6/9/2014,NULL,Active
329530,244,5/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.15,10X046_3560PWR_X10,FDO1305X0R7,,9/10/2013,6/9/2014,NULL,Active
329520,244,5/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.14,10X046_3560PWR_X9,FDO1305X0BA,,9/10/2013,6/9/2014,NULL,Active
329513,244,5/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.13,10X046_3560PWR_X8,FDO1305X02S,,9/10/2013,6/9/2014,NULL,Active
329503,244,5/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.12,10X046_3560PWR_X7,FDO1305X03S,,9/10/2013,6/9/2014,NULL,Active
329494,244,5/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.11,10X046_3560_X6,FDO1312X0KL,,9/10/2013,6/9/2014,NULL,Active
329482,244,5/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.10,10X046_3560_X5,FDO1307Y36S,,9/10/2013,6/9/2014,NULL,Active
329470,244,5/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.9,10X046_3560_X4,FDO1307Y36W,,9/10/2013,6/9/2014,NULL,Active
329457,244,5/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.8,10X046_3560_X3,FDO1307Y36H,,9/10/2013,6/9/2014,NULL,Active
329447,244,5/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.144.7,10X046_3560_X2,FDO1312Y23R,,9/10/2013,6/9/2014,NULL,Active
277421,244, ,router,Cisco,CISCO3745,c3745-is-mz.123-15a.bin,10.19.159.129,10X046R1_3745_EVPL,JMX0726L34N,,3/13/2012,6/9/2014,NULL,Active
277313,244, ,instructional switch,Cisco,WS-C3508G-XL-EN,c3500XL-c3h2s-mz-120.5-XU.bin,10.19.144.16,10X046_3508X11,0x13,,3/13/2012,6/9/2014,NULL,Active
277133,244, ,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.19.144.6,10X046_6500_X1,SAL081234LU,,3/13/2012,6/9/2014,NULL,Active
337969,244, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.19.159.254,10X046PIX,809031823,,9/18/2013,6/9/2014,NULL,Active
308378,244, ,Procon Server,IBM,8840-11U,na,10.19.144.100,10X046S001,KPRHZZ2,,11/5/2012,6/9/2014,NULL,Active
346822,244, ,Content Engine,Cisco,CE-566-144GB-K9,ce566-5.5.31.1,10.19.144.110,10X046-CE1,KQPAA0C,,6/8/2014,6/9/2014,NULL,Active
325006,244,5/1/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.19.154.3,10X046_WLC1,FOC1311F00T,,8/6/2013,6/9/2014,NULL,Active
291458,245,12/5/2005,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservicesk9-mz.122-25.SEE3.bin,10.227.127.251,10X051_3750_SRVX1,CAT0938Z3PC,,4/17/2012,4/17/2012,NULL,Active
346823,245, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.19.175.129,10X051R1_3845_EVPL-ATT,FTX1237A36S,,6/8/2014,6/9/2014,NULL,Active
272051,245,6/3/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.19.160.7,10X051_3550PWR_X2,CAT0825Z3HA,,3/13/2012,6/9/2014,NULL,Active
272212,245, ,Content Engine,Cisco,CE-566-144GB-K9,ce566-5.5.11.2,10.19.160.110,10X051-CE1,KQBAX7D,,3/13/2012,6/9/2014,NULL,Active
272217,245, ,Procon Server,IBM,8840-11U,na,10.19.160.100,10X051S001,KQBTR8G,,3/13/2012,6/9/2014,NULL,Active
272234,245, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.19.175.254,10X051PIX,809432661,,3/13/2012,6/9/2014,NULL,Active
272240,245, ,router,Cisco,CISCO2612,c2600-is-mz.120-7.T.bin,10.19.174.2,10X051R2,JAB0341009P,,3/13/2012,6/9/2014,NULL,Active
337267,245, ,instructional switch,Cisco,WS-C6506,cat6000-sup2k8.7-6-1.bin,10.19.160.6,10X051_6506X1,SAL08207LSN,,9/12/2013,6/9/2014,NULL,Active
327381,246, ,Content Engine,Cisco,CE590,ce590-5.5.31.1,10.83.240.110,10X054-CE1,CAM0751043F,,9/3/2013,6/8/2014,NULL,Active
269968,246, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.83.255.254,10X054PIX,809031836,,3/13/2012,6/8/2014,NULL,Active
269958,246,9/16/2009,Procon Server,IBM,7979-B1U,na,10.83.240.100,10X054S001,99MK361,,3/13/2012,6/8/2014,NULL,Active
269959,246, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.83.255.129,10X054R1_3845_EVPL,FTX1237A36C,,3/13/2012,6/8/2014,NULL,Active
269627,246,12/1/2000,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.83.240.6,10X054_6500_X1,TBA04401879,,3/13/2012,6/8/2014,NULL,Active
269745,246,9/30/2004,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-12c.EA1.bin,10.83.240.11,10X054_3550_X6,CAT0728Z12K,,3/13/2012,6/8/2014,NULL,Active
269778,246,8/17/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.83.240.13,10X054_3550PWR_X8,CAT0925Y1XM,,3/13/2012,6/8/2014,NULL,Active
269792,246,8/17/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.83.240.14,10X054_3550PWR_X9,CAT0923X1MJ,,3/13/2012,6/8/2014,NULL,Active
269809,246,8/17/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.83.240.15,10X054_3550PWR_X10,CAT0923K24A,,3/13/2012,6/8/2014,NULL,Active
329454,246,8/13/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.83.240.7,10X054_3560_X2,FDO1325Y0FS,,9/10/2013,6/8/2014,NULL,Active
329466,246,8/13/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.83.240.8,10X054_3560_X3,FDO1326X1YP,,9/10/2013,6/8/2014,NULL,Active
329477,246,8/13/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.83.240.9,10X054_3560_X4,FDO1325Y0HD,,9/10/2013,6/8/2014,NULL,Active
329490,246,8/13/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.83.240.10,10X054_3560_X5,FDO1325Y0GW,,9/10/2013,6/8/2014,NULL,Active
317563,246, ,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.83.240.12,10X054_3550PWR_X7,CAT0923X1MK,,4/14/2013,6/8/2014,NULL,Active
325025,246,8/13/2009,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.83.250.3,10X054_WLC1,FOC1327F0FB,,8/6/2013,6/8/2014,NULL,Active
343656,247, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.19.176.9,10X056_3560PWR_X4,FDO1530Z0EB,,1/23/2014,6/9/2014,NULL,Active
340436,247,8/13/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.19.191.129,10X056R1_3845_EVPL-ATT,FTX1329A17U,,11/7/2013,6/9/2014,NULL,Active
268778,247,9/20/2004,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.19.176.6,10X056_6500_X1,SAL081970XA,,3/13/2012,6/9/2014,NULL,Active
340885,247,8/13/2009,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.19.186.3,10X056_WLC1,FOC1327F0HJ,,11/18/2013,6/9/2014,NULL,Active
335654,247, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.176.7,10X056_3560_X2,FDO1534X0EE,,9/11/2013,9/23/2013,NULL,Active
335658,247, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.19.176.8,10X056_3560PWR_X3,FDO1530K0XG,,9/11/2013,6/9/2014,NULL,Active
335662,247, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.176.10,10X056_3560PWR_X5,FDO1503X2JJ,,9/11/2013,9/23/2013,NULL,Active
335664,247, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.176.11,10X056_3560_X6,FDO1534X0E1,,9/11/2013,6/9/2014,NULL,Active
269057,247,12/16/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.19.176.110,10X056-CE1,KQ82M83,,3/13/2012,6/9/2014,NULL,Active
269062,247, ,Procon Server,IBM,8840-11U,na,10.19.176.100,10X056S001,KPVNBA9,,3/13/2012,6/9/2014,NULL,Active
269072,247, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.19.191.254,10X056PIX,809163988,,3/13/2012,6/9/2014,NULL,Active
268924,247, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA12.bin,10.19.176.12,10X056_ADNIN_X17,FOC1251Z8F8,,3/13/2012,6/9/2014,NULL,Active
329439,248,2/12/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.192.12,10X059_3560PWR_X7,FDO1239Y50G,,9/10/2013,6/9/2014,NULL,Active
329414,248,2/12/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.192.7,10X059_3560_X2,FDO1240Z0SS,,9/10/2013,6/9/2014,NULL,Active
329420,248,2/12/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.192.8,10X059_3560_X3,FDO1240Z0R5,,9/10/2013,6/9/2014,NULL,Active
329430,248,2/12/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.192.9,10X059_3560_X4,FDO1240Z0R4,,9/10/2013,6/9/2014,NULL,Active
339605,248, ,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-12c.EA1.bin,10.19.192.13,10X059_LIB_X8,CAT0822Y11H,,10/21/2013,6/9/2014,NULL,Active
286364,248,4/3/2002,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.19.192.6,10X059_6500_X1,TBM06032215,,3/14/2012,6/9/2014,NULL,Active
286374,248, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipservices-mz.122-25.SEB1.bin,10.19.192.10,10X059_3560PWR_X5,FDO1441V1PE,,3/14/2012,6/9/2014,NULL,Active
286383,248, ,Content Engine,Cisco,WAE-612-K9,ce612-5.5.11.2,10.19.192.110,10X059-CE1,KQGLRYK,,3/14/2012,6/9/2014,NULL,Active
286384,248, ,Procon Server,IBM,8840-11U,na,10.19.192.100,10X059S001,KPTGBN0,,3/14/2012,6/9/2014,NULL,Active
286385,248, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.19.207.129,10X059R1_3845_EVPL,FTX1213A3HA,,3/14/2012,6/9/2014,NULL,Active
286388,248, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.19.207.254,10X059PIX,809182341,,3/14/2012,6/9/2014,NULL,Active
338139,248, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbasek9-mz.122-55.SE7.bin,10.19.192.11,10X059_3560PWR_X6,FDO1120Y0Q7,,9/22/2013,6/9/2014,NULL,Active
325036,248,2/12/2009,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.19.202.3,10X059_WLC1,FOC1240F00Q,,8/6/2013,6/9/2014,NULL,Active
325021,249,5/26/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.19.218.3,10X079_WLC1,FOC1313F0C3,,8/6/2013,6/9/2014,NULL,Active
325022,249,8/11/2010,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.19.218.5,10X079_WLC2,FOC1422F09T,,8/6/2013,6/9/2014,NULL,Active
302924,249,5/22/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.19.223.129,10X079R1_3845_EVPL,FTX1314A1HU,,8/1/2012,6/9/2014,NULL,Active
272969,249, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipservicesk9-mz.122-25.SEB1.bin,10.19.208.14,10X079_3560PWR_X9,FDO1237X038,,3/13/2012,6/9/2014,NULL,Active
272952,249, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipservicesk9-mz.122-25.SEB1.bin,10.19.208.13,10X079_3560_X8,FDO1222Z25E,,3/13/2012,6/9/2014,NULL,Active
272815,249,4/17/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.19.208.6,10X079_6500_X1,TBA04401717,,3/13/2012,6/9/2014,NULL,Active
273346,249, ,Procon Server,IBM,8840-11U,na,10.19.208.100,10X079S001,KPRHZB2,,3/13/2012,6/9/2014,NULL,Active
273368,249,8/11/2010,firewall,Cisco,ASA5510-SEC-BUN-K9,asa724-k8.bin,10.19.223.254,10X079-ASA,JMX1425L4E5,,3/13/2012,6/9/2014,NULL,Active
293814,249,5/8/2012,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.19.208.110,10X079-CE1,KQ37TW7,,5/8/2012,6/9/2014,NULL,Active
297774,249, ,IPDVSServer,IBM,7947AC1,na,10.227.140.6,10X079IPDVS1,KQWYTXC,,6/14/2012,6/9/2014,NULL,Active
329478,249, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.208.9,10X079_3560_X4,FDO1549Y211,,9/10/2013,6/9/2014,NULL,Active
329465,249, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.208.8,10X079_3560_X3,FDO1548X0RS,,9/10/2013,6/9/2014,NULL,Active
329452,249, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.208.7,10X079_3560_X2,FDO1549Y1ZZ,,9/10/2013,6/9/2014,NULL,Active
329488,249,5/26/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.10,10X079_3560PWR_X5,FDO1311R1BQ,,9/10/2013,6/9/2014,NULL,Active
329499,249,5/26/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.11,10X079_3560PWR_X6,FDO1311R1DH,,9/10/2013,6/9/2014,NULL,Active
329508,249,5/26/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.12,10X079_3560PWR_X7,FDO1311R1A7,,9/10/2013,6/9/2014,NULL,Active
329537,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.15,10X079_3560_X10,FDO1419R06T,,9/10/2013,6/9/2014,NULL,Active
329550,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.16,10X079_3560_X11,FDO1419R079,,9/10/2013,6/9/2014,NULL,Active
329559,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.17,10X079_3560_X12,FDO1419R06W,,9/10/2013,6/9/2014,NULL,Active
329569,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.18,10X079_3560_X13,FDO1419R07Y,,9/10/2013,6/9/2014,NULL,Active
329579,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.19,10X079_3560_X14,FDO1419R07T,,9/10/2013,6/9/2014,NULL,Active
329588,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.20,10X079_3560_X15,FDO1419R07S,,9/10/2013,6/9/2014,NULL,Active
329594,249,8/11/2010,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.21,10X079_3560_X16,FDO1419R07K,,9/10/2013,6/9/2014,NULL,Active
329626,249,8/11/2010,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.25,10X079_3560PWR_X20,FDO1424R053,,9/10/2013,6/9/2014,NULL,Active
329618,249,8/11/2010,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.24,10X079_3560PWR_X19,FDO1424R05R,,9/10/2013,6/9/2014,NULL,Active
329601,249,8/11/2010,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.22,10X079_3560PWR_X17,FDO1424R04B,,9/10/2013,6/9/2014,NULL,Active
329610,249,8/11/2010,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.19.208.23,10X079_3560PWR_X18,FDO1424Y01B,,9/10/2013,6/9/2014,NULL,Active
329637,249, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.208.26,10X079_3560_X21,FDO1548X0QU,,9/10/2013,6/9/2014,NULL,Active
340882,250, ,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.19.250.3,10X081_WLC1,FOC1425F02P,,11/18/2013,6/9/2014,NULL,Active
268870,250, ,Procon Server,IBM,8840-11U,na,10.19.240.100,10X081S001,KQFKC2F,,3/13/2012,1/22/2014,NULL,Active
343405,250, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.240.200,10X081_3560_X0,FDO1742Y19J,,1/16/2014,4/8/2014,NULL,Active
343406,250, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE5.bin,10.19.240.7,10X081_3550PWR_X2,FDO1744P17L,,1/16/2014,6/9/2014,NULL,Active
343407,250, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE5.bin,10.19.240.8,10X081_3560PWR_X3,FDO1744P17K,,1/16/2014,6/9/2014,NULL,Active
343408,250, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.19.240.10,10X081_Lab203_3560_X5,CAT1037NH6V,,1/16/2014,6/9/2014,NULL,Active
343409,250, ,Content Engine,Cisco,"WAVE-694-K9,",oe694-5.2.1.34,10.19.240.112,10X081-OE1,FCH1745V18J,,1/16/2014,6/9/2014,NULL,Active
343412,250, ,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.19.255.129,10X081_2951_EVPL-VZ,FTX1746AL1T,,1/16/2014,6/9/2014,NULL,Active
343413,250, ,firewall,Cisco,ASA5515,asa861-smp-k8.bin,10.19.255.254,10X081-ASA5515X,FCH174571FB,,1/16/2014,6/9/2014,NULL,Active
345539,250, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.19.240.5,10X081_3560_X0,FDO1742Y19J,,4/9/2014,6/9/2014,NULL,Active
345947,250, ,instructional switch,Cisco,WS-C6506-E,s3223-adventerprisek9_wan-mz.122-33.SXJ5.bin,10.19.240.6,10X081_6500_X1,SAL093603WQ,,4/23/2014,6/9/2014,NULL,Active
343650,250, ,IMM Server 2,IBM,na,na,10.19.240.99,10X081_Lab203_3560_X5,na,,1/23/2014,1/26/2014,NULL,Active
343762,250, ,Content Engine,Cisco,CiscoVirtualBlade,CE-VB-5.5.25.2,10.19.240.110,10X081-VCE,99999999999,,1/27/2014,6/9/2014,NULL,Active
343763,250, ,Procon Server,IBM,7160AC1,na,10.19.255.222,10X081S001,KQ3ZA1B,,1/27/2014,6/9/2014,NULL,Active
343764,250, ,Procon Server,IBM,7160AC1,na,10.19.240.207,10X081S002,KQ3ZA2R,,1/27/2014,6/9/2014,NULL,Active
325105,251,7/15/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.10.3,10X085_WLC1,FOC1309F0BD,,8/6/2013,6/9/2014,NULL,Active
343435,251, ,Content Engine,Cisco,CE590,ce590-5.5.3.2,10.20.0.110,10X085-CE1,CAM072500GU,,1/19/2014,6/9/2014,NULL,Active
268898,251,7/13/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.15.129,10X085R1_3845_EVPL,FTX1323AJ6Q,,3/13/2012,6/9/2014,NULL,Active
268920,251, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.15.254,10X085PIX,809181436,,3/13/2012,6/9/2014,NULL,Active
322341,251, ,Procon Server,IBM,Unable-to,na,10.20.0.100,10X085S001,read,,7/3/2013,6/9/2014,NULL,Active
267829,251, ,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.0.6,10X085_6500_X1,TBM06044614,,3/13/2012,6/9/2014,NULL,Active
329100,251,7/15/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.9,10X085_3560_X4,FDO1316X1FJ,,9/10/2013,6/9/2014,NULL,Active
329129,251,7/15/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.12,10X085_3560PWR_X7,FDO1317X1WB,,9/10/2013,6/9/2014,NULL,Active
329111,251,7/15/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.10,10X085_3560PWR_X5,FDO1317X1W5,,9/10/2013,6/9/2014,NULL,Active
329119,251,7/15/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.11,10X085_3560PWR_X6,FDO1317X1VR,,9/10/2013,6/9/2014,NULL,Active
329076,251,7/15/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.7,10X085_3560_X2,FDO1315X3UX,,9/10/2013,6/9/2014,NULL,Active
329088,251,7/15/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.8,10X085_3560_X3,FDO1316X1HK,,9/10/2013,6/9/2014,NULL,Active
329136,251,7/15/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.13,10X085_3560PWR_X8,FDO1317X1W8,,9/10/2013,6/9/2014,NULL,Active
329158,251,7/15/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.15,10X085_3560PWR_X10,FDO1317X1VP,,9/10/2013,6/9/2014,NULL,Active
329146,251,7/15/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.0.14,10X085_3560_X9,FDO1315X3XM,,9/10/2013,6/9/2014,NULL,Active
342387,252,9/4/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.26.3,10X086_WLC1,FOC1327F0AG,,12/16/2013,6/9/2014,NULL,Active
329581,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.19,10X086_3560_X14,FDO1432X15V,,9/10/2013,6/9/2014,NULL,Active
329566,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.17,10X086_3560PWR_X12,FDO1436V1KF,,9/10/2013,6/9/2014,NULL,Active
329572,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.18,10X086_3560PWR_X13,FDO1436V1L0,,9/10/2013,6/9/2014,NULL,Active
329557,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.16,10X086_3560PWR_X11,FDO1436V1GV,,9/10/2013,6/9/2014,NULL,Active
329549,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.15,10X086_3560PWR_X10,FDO1436V1HD,,9/10/2013,6/9/2014,NULL,Active
329529,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.13,10X086_3560PWR_X8,FDO1436V1HK,,9/10/2013,6/9/2014,NULL,Active
329540,252, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.14,10X086_3560PWR_X9,FDO1436V1H7,,9/10/2013,6/9/2014,NULL,Active
329518,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.12,10X086_3560_X7,FDO1432X164,,9/10/2013,6/9/2014,NULL,Active
329507,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.11,10X086_3560_X6,FDO1432X15P,,9/10/2013,6/9/2014,NULL,Active
329493,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.10,10X086_3560_X5,FDO1433Z0K5,,9/10/2013,6/9/2014,NULL,Active
