id,NetworkID,InstalledDate,DeviceType,Make,Model,Software,IP,Hostname,Serial,MAC,FirstSeen,LastSeen,DeletedBy,Status
329455,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.7,10X086_3560_X2,FDO1432X162,,9/10/2013,6/9/2014,NULL,Active
329480,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.9,10X086_3560_X4,FDO1433Z0HH,,9/10/2013,6/9/2014,NULL,Active
329469,252, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.16.8,10X086_3560_X3,FDO1432X167,,9/10/2013,6/9/2014,NULL,Active
272962,252,9/22/2004,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.16.6,10X086_6500_X1,SAL08229576,,3/13/2012,6/9/2014,NULL,Active
273285,252, ,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservicesk9-mz.122-25.SEE3.bin,10.20.16.22,10X086_3750_X17,FDO1146Z6Z1,,3/13/2012,6/9/2014,NULL,Active
273254,252, ,instructional switch,Cisco,WS-C3550-24-SMI,c3550-i9q3l2-mz.121-19.EA1c.bin,10.20.16.20,10X086_LIB_3550_X15,CAT0811R1LY,,3/13/2012,6/9/2014,NULL,Active
273270,252, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA10a.bin,10.20.16.21,10X086_Admin_X16,FHK0634W0VC,,3/13/2012,6/9/2014,NULL,Active
273441,252, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.31.254,10X086PIX,809170255,,3/13/2012,6/9/2014,NULL,Active
273426,252,10/25/2010,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.20.16.110,10X086-CE1,KQ8878T,,3/13/2012,6/9/2014,NULL,Active
273433,252,10/25/2010,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.31.129,10X086R1_3845_EVPL,FTX1439AJ4R,,3/13/2012,6/9/2014,NULL,Active
323009,252, ,Procon Server,IBM,8840-11U,na,10.20.16.100,10X086S001,KPKGZ56,,7/15/2013,6/9/2014,NULL,Active
325041,253,9/1/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.42.3,10X091_WLC1,FOC1326F006,,8/6/2013,6/9/2014,NULL,Active
329677,253,9/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.32.7,10X091_3560_X2,FDO1326X23C,,9/10/2013,6/9/2014,NULL,Active
329687,253,9/1/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.32.8,10X091_3560_X3,FDO1324Y4LH,,9/10/2013,6/9/2014,NULL,Active
329700,253, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.32.9,10X091_3560PWR_X4,FDO1420Y2M0,,9/10/2013,6/9/2014,NULL,Active
329748,253, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.32.14,10X091_Lab319_3560_X9,FDO1251Y3GS,,9/10/2013,6/9/2014,NULL,Active
329711,253,9/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.32.10,10X091_3560PWR_X5,FDO1317X1Y6,,9/10/2013,6/9/2014,NULL,Active
329723,253,9/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.32.11,10X091_3560PWR_X6,FDO1317X21P,,9/10/2013,6/9/2014,NULL,Active
329735,253,9/1/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.32.12,10X091_3560PWR_X7,FDO1315Y0FS,,9/10/2013,6/9/2014,NULL,Active
329744,253, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.32.13,10X091_Lab319_3560_X8,FDO1251Y3BS,,9/10/2013,6/9/2014,NULL,Active
285108,253,4/5/2002,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.32.6,10X091_6500_X1,TBM06031429,,3/13/2012,6/9/2014,NULL,Active
285360,253, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.47.254,10X091PIX,809181344,,3/13/2012,6/9/2014,NULL,Active
285348,253, ,Content Engine,Cisco,WAE-612-K9,ce612-5.5.11.2,10.20.32.110,10X091-CE1,KQDBXX8,,3/13/2012,6/9/2014,NULL,Active
346384,253, ,Procon Server,IBM,8840-11U,na,10.20.32.100,10X091S001,KPTGCD9,,5/19/2014,6/9/2014,NULL,Active
346513,253, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.47.129,10X091R1_3845_EVPL,FTX1319A38P,,5/25/2014,6/9/2014,NULL,Active
276587,254,9/23/2004,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.48.6,10X094_6500_X1,SAL08218F22,,3/13/2012,6/9/2014,NULL,Active
276881,254, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.63.254,10X094PIX,809241592,,3/13/2012,6/9/2014,NULL,Active
276871,254, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.20.63.129,10X094R1_3845_EVPL,FTX1236A412,,3/13/2012,6/9/2014,NULL,Active
276865,254,12/13/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.20.48.110,10X094-CE1,KQ37TV8,,3/13/2012,6/9/2014,NULL,Active
329473,254, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.48.8,10X094_3560_X3,FDO1533X21M,,9/10/2013,6/9/2014,NULL,Active
329460,254, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.48.7,10X094_3560_X2,FDO1533X22N,,9/10/2013,6/9/2014,NULL,Active
329486,254,12/13/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.20.48.9,10X094_3560PWR_X4,FDO1522P2FR,,9/10/2013,6/9/2014,NULL,Active
329510,254, ,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.20.48.11,10X094_3560PWR_X6,CAT1117RGUV,,9/10/2013,6/9/2014,NULL,Active
329497,254,12/13/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.20.48.10,10X094_3560PWR_X5,FDO1522R2A7,,9/10/2013,6/9/2014,NULL,Active
329521,254, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.48.14,10X094_Lab309_3560_X9,FDO1146Y17Q,,9/10/2013,6/9/2014,NULL,Active
305753,254, ,instructional switch,Cisco,WS-C3550-24-SMI,c3550-i9q3l2-mz.121-19.EA1c.bin,10.20.48.17,10X094_Lab309_3550_X12,CAT0826N4HG,,9/6/2012,2/28/2013,NULL,Active
340884,254,8/13/2009,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.20.58.3,10X094_WLC1,FOC1327F0FR,,11/18/2013,6/9/2014,NULL,Active
345674,254, ,Procon Server,IBM,8840-11U,na,10.20.48.100,10X094S001,KPTMFW2,,4/13/2014,6/9/2014,NULL,Active
306376,255,9/16/2010,Content Engine,Cisco,WAE-674-K9,ce674-5.5.21.3,10.20.64.110,10X095-CE1,KQ2737B,,9/24/2012,6/9/2014,NULL,Active
340966,255, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.74.3,10X095_WLC1,FOC1429F048,,11/19/2013,6/9/2014,NULL,Active
340967,255,12/9/2010,CiscoController,Cisco,AIR-WLC4402-25-K9,7.0.240.0,10.20.74.5,10X095_WLC2,FOC1420F01L,,11/19/2013,6/9/2014,NULL,Active
329736,255, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.10,10X095_3560PWR_X5,FDO1431X1KE,,9/10/2013,6/9/2014,NULL,Active
329722,255, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.9,10X095_3560_X4,FDO1430X2PM,,9/10/2013,6/9/2014,NULL,Active
329746,255, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.11,10X095_3560PWR_X6,FDO1431X1L6,,9/10/2013,6/9/2014,NULL,Active
329752,255, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.12,10X095_3560PWR_X7,FDO1431X1JT,,9/10/2013,6/9/2014,NULL,Active
329763,255, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.13,10X095_3560PWR_X8,FDO1431X1KJ,,9/10/2013,6/9/2014,NULL,Active
329771,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.14,10X095_3560_X9,FDO1409X0FX,,9/10/2013,6/9/2014,NULL,Active
329842,255, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.21,10X095_3560PWR_X16,FDO1422X15H,,9/10/2013,6/9/2014,NULL,Active
329822,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.19,10X095_3560_X14,FDO1419R08R,,9/10/2013,6/9/2014,NULL,Active
329835,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.20,10X095_3560_X15,FDO1409X0FG,,9/10/2013,6/9/2014,NULL,Active
329785,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.15,10X095_3560_X10,FDO1419R08Q,,9/10/2013,6/9/2014,NULL,Active
329796,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.16,10X095_3560_X11,FDO1419R08S,,9/10/2013,6/9/2014,NULL,Active
329802,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.17,10X095_3560_X12,FDO1409X0H9,,9/10/2013,6/9/2014,NULL,Active
329813,255, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.18,10X095_3560_X13,FDO1419R08B,,9/10/2013,6/9/2014,NULL,Active
329705,255, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.8,10X095_3560_X3,FDO1430X2F9,,9/10/2013,6/9/2014,NULL,Active
329690,255, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.64.7,10X095_3560_X2,FDO1430X2QQ,,9/10/2013,6/9/2014,NULL,Active
329850,255, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.22,10X095_3560PWR_X17,FDO1422X14F,,9/10/2013,6/9/2014,NULL,Active
329855,255, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.64.23,10X095_3560PWR_X18,FDO1422X14P,,9/10/2013,6/9/2014,NULL,Active
275090,255, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.79.129,10X095R1_3845_EVPL,FTX1437AHU2,,3/13/2012,6/9/2014,NULL,Active
275100,255,12/9/2010,firewall,Cisco,ASA5510-SEC-BUN-K9,asa724-k8.bin,10.20.79.254,10X095-ASA,JMX1421L44X,,3/13/2012,6/9/2014,NULL,Active
275125,255, ,IPDVSServer,IBM,7947AC1,na,10.227.168.6,10X095IPDVS1,KQXYCZT,,3/13/2012,6/9/2014,NULL,Active
275085,255, ,Procon Server,IBM,8840-11U,na,10.20.64.100,10X095S001,KPVMRZ8,,3/13/2012,5/29/2014,NULL,Active
346631,255, ,instructional switch,Cisco,WS-C6880-X-LE,c6880x-ipservicesk9-mz.SPA.151-2.SY2.bin,10.20.64.6,10X095_6880_X1,SAL1804LBFV,,5/29/2014,6/9/2014,NULL,Active
346632,255, ,instructional switch,Cisco,WS-C2960X-48FPD-L,c2960x-universalk9-mz.150-2.EX4.bin,10.20.64.24,10X095_2960_X19,FOC1808S1PT,,5/29/2014,6/9/2014,NULL,Active
346633,255, ,instructional switch,Cisco,WS-C2960X-48FPD-L,c2960x-universalk9-mz.150-2.EX4.bin,10.20.64.71,10X095_2960_X66,FOC1808S1YT,,5/29/2014,6/9/2014,NULL,Active
346667,256, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbasek9-mz.122-55.SE7.bin,10.20.80.18,10X115_3560_X13,FDO1747Y0WZ,,6/1/2014,6/9/2014,NULL,Active
329280,256, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.80.17,10X115_Lab122_3560_X12,FDO1627X27Y,,9/10/2013,5/1/2014,NULL,Active
329239,256,6/3/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.80.11,10X115_3560PWR_X6,FDO1311R019,,9/10/2013,6/9/2014,NULL,Active
329275,256, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.80.16,10X115_Lab122_3560_X11,FDO1627X27M,,9/10/2013,6/9/2014,NULL,Active
329269,256, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.80.15,10X115_Lab407_3560_X10,FDO1142Z8P7,,9/10/2013,6/9/2014,NULL,Active
329208,256,6/3/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.80.8,10X115_3560_X3,FDO1312X1ZQ,,9/10/2013,6/9/2014,NULL,Active
329195,256,6/3/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.80.7,10X115_3560_X2,FDO1312X209,,9/10/2013,6/9/2014,NULL,Active
329246,256,6/3/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.80.12,10X115_3560PWR_X7,FDO1310R1DP,,9/10/2013,6/9/2014,NULL,Active
329230,256,6/3/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.80.10,10X115_3560PWR_X5,FDO1311R00F,,9/10/2013,6/9/2014,NULL,Active
329218,256, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.80.9,10X115_3560_X4,FDO1548X0RR,,9/10/2013,6/9/2014,NULL,Active
340758,256, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.20.80.14,10X115_Lab407_3560_X9,FDO1142Z8P4,,11/14/2013,6/9/2014,NULL,Active
278184,256, ,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservicesk9-mz.122-25.SEE3.bin,10.20.80.13,10X115_3750_X8,FDO1144Z7C8,,3/13/2012,6/9/2014,NULL,Active
278051,256,3/14/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.80.6,10X115_6500_X1,TBA04400890,,3/13/2012,6/9/2014,NULL,Active
324068,256,6/3/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.95.129,10X115R1_3845_EVPL,FTX1319A37U,,7/25/2013,6/9/2014,NULL,Active
325206,256,6/3/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.90.3,10X115_WLC1,FOC1309F0BP,,8/7/2013,6/9/2014,NULL,Active
278340,256,9/2/2009,Procon Server,IBM,7979-B1U,na,10.20.80.100,10X115S001,99MA360,,3/13/2012,6/9/2014,NULL,Active
278349,256, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.95.254,10X115PIX,809181367,,3/13/2012,6/9/2014,NULL,Active
278372,256, ,IPDVSServer,IBM,7979-AC1,na,10.227.172.6,10X115IPDVS1,KQMLZN8,,3/13/2012,6/9/2014,NULL,Active
290540,256,4/11/2012,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.20.80.110,10X115-CE1,KQ16MFK,,4/9/2012,6/9/2014,NULL,Active
345536,257, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.5,10X118_3560_X0,FDO1430X2P5,,4/9/2014,6/9/2014,NULL,Active
321394,257, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.111.129,10X118R1_3845_EVPL,FTX1439AJ4P,,6/18/2013,6/9/2014,NULL,Active
340434,257,9/9/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.106.3,10X118_WLC1,FOC1313F0DF,,11/7/2013,6/9/2014,NULL,Active
268967,257, ,Procon Server,IBM,8840-11U,na,10.20.96.100,10X118S001,KPVMYB3,,3/13/2012,6/9/2014,NULL,Active
268979,257, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.111.254,10X118PIX,809253918,,3/13/2012,6/9/2014,NULL,Active
268964,257,11/3/2010,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.20.96.110,10X118-CE1,KQ8165L,,3/13/2012,6/9/2014,NULL,Active
269004,257, ,IPDVSServer,IBM,7979-B9U,na,10.227.176.6,10X118IPDVS1,99LE253,,3/13/2012,6/9/2014,NULL,Active
335665,257,9/9/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.96.7,10X118_3560_X2,FDO1324Y337,,9/11/2013,6/9/2014,NULL,Active
335666,257,9/9/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.96.8,10X118_3560_X3,FDO1326X24K,,9/11/2013,6/9/2014,NULL,Active
335668,257, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.9,10X118_3560_X4,FDO1430X2MT,,9/11/2013,6/9/2014,NULL,Active
335670,257, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.10,10X118_3560_X5,FDO1430X2ML,,9/11/2013,6/9/2014,NULL,Active
335672,257, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.12,10X118_3560PWR_X7,FDO1429Y04E,,9/11/2013,6/9/2014,NULL,Active
335674,257, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.13,10X118_3560PWR_X8,FDO1429Y0J4,,9/11/2013,6/9/2014,NULL,Active
335655,257, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.200,10X118_3560_X0,FDO1430X2P5,,9/11/2013,4/8/2014,NULL,Active
335676,257, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.14,10X118_3560PWR_X9,FDO1428X1LS,,9/11/2013,6/9/2014,NULL,Active
335679,257, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.15,10X118_3560PWR_X10,FDO1429Y0GD,,9/11/2013,6/9/2014,NULL,Active
335681,257, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.96.16,10X118_3560PWR_X11,FDO1429Y056,,9/11/2013,6/9/2014,NULL,Active
268761,257,11/3/2010,instructional switch,Cisco,WS-C3750G-12S-S,c3750-ipbase-mz.122-44.SE3.bin,10.20.96.11,10X118_375012G_X6,FDO1433X2D8,,3/13/2012,6/9/2014,NULL,Active
268631,257, ,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.96.6,10X118_6500_X1,TBA04300832,,3/13/2012,6/9/2014,NULL,Active
329196,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.17,10X137_3560PWR_X12,FDO1324X33J,,9/10/2013,6/9/2014,NULL,Active
329205,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.18,10X137_3560PWR_X13,FDO1325Y2LD,,9/10/2013,6/9/2014,NULL,Active
329184,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.16,10X137_3560PWR_X11,FDO1324X33H,,9/10/2013,6/9/2014,NULL,Active
329177,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.15,10X137_3560PWR_X10,FDO1324Z1SG,,9/10/2013,6/9/2014,NULL,Active
276543,258, ,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-12c.EA1.bin,10.20.112.19,10X137_3550_X14,CHK0704V0PU,,3/13/2012,6/9/2014,NULL,Active
276573,258, ,instructional switch,Cisco,WS-C2924,c2900XL-h2s-mz-112.8.2-SA6.bin,10.20.112.21,10X137_Admin_X16,,,,,,
276557,258, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-11.EA1.bin,10.20.112.20,10X137_ADMOPT_RM202_X15,FHK0649W1LG,,3/13/2012,6/9/2014,NULL,Active
276690,258, ,Procon Server,IBM,8840-15U,na,10.20.112.100,10X137S001,KQHK914,,3/13/2012,6/9/2014,NULL,Active
276703,258, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.20.127.254,10X137PIX,809272351,,3/13/2012,6/9/2014,NULL,Active
276380,258, ,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-13.EA1a.bin,10.20.112.9,10X137_3550_X4,CAT0724Z1PQ,,3/13/2012,6/9/2014,NULL,Active
276366,258,8/19/2003,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-13.EA1a.bin,10.20.112.8,10X137_3550_X3,CAT0720Y02G,,3/13/2012,6/9/2014,NULL,Active
276309,258,6/4/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.20.112.6,10X137_6500_X1,TBA04410851,,3/13/2012,6/9/2014,NULL,Active
276393,258, ,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-12c.EA1.bin,10.20.112.10,10X137_3550_X5,CHK0704V19X,,3/13/2012,6/9/2014,NULL,Active
276405,258,8/19/2003,instructional switch,Cisco,WS-C3550-48-SMI,c3550-i9q3l2-mz.121-12c.EA1.bin,10.20.112.11,10X137_3550_X6,CHK0704W0R3,,3/13/2012,6/9/2014,NULL,Active
276452,258,8/19/2003,instructional switch,Cisco,WS-C3508G-XL-EN,c3500XL-c3h2s-mz.120-5.WC3b.bin,10.20.112.14,10X137_3508_X9,CSG0720P0KK,,3/13/2012,6/9/2014,NULL,Active
276726,258, ,IPDVSServer,IBM,8840-11U,na,10.227.180.6,10X137IPDVS1,KPTGCL0,,3/13/2012,6/9/2014,NULL,Active
329154,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.12,10X137_3560PWR_X7,FDO1324Z1T5,,9/10/2013,6/9/2014,NULL,Active
329165,258,9/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.13,10X137_3560PWR_X8,FDO1324Z1T3,,9/10/2013,6/9/2014,NULL,Active
329110,258,9/17/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.20.112.7,10X137_3560_X2,FDO1326X24U,,9/10/2013,6/9/2014,NULL,Active
327490,258, ,Content Engine,Cisco,CE590,ce590-5.5.31.1,10.20.112.110,10X137-CE1,CAM074401NE,,9/4/2013,6/9/2014,NULL,Active
326843,258,9/17/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.20.122.3,10X137_WLC1,FOC1328F09M,,8/26/2013,6/9/2014,NULL,Active
325453,258, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.20.127.129,10X137R1_3845_EVPL,FTX1103A25G,,8/11/2013,6/9/2014,NULL,Active
321503,259, ,Procon Server,IBM,7945AC1,na,10.20.128.100,10X141S001,06LZ963,,6/20/2013,6/9/2014,NULL,Active
338500,259, ,IPDVSServer,IBM,Unable-to,na,10.227.184.6,10X141IPDVS1,read,,9/29/2013,6/9/2014,NULL,Active
342807,259, ,instructional switch,Cisco,WS-C3560-48PS-S,c3560-i9-mz.122-25.SE.bin,10.20.128.14,10X141_3560_X9,CAT0825N3P6,,12/24/2013,6/9/2014,NULL,Active
329349,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.7,10X141_3560_X2,FDO1501V28N,,9/10/2013,6/9/2014,NULL,Active
329366,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.8,10X141_3560_X3,FDO1502V0CD,,9/10/2013,6/9/2014,NULL,Active
329411,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.13,10X141_3560_X8,FDO1502V0C9,,9/10/2013,6/9/2014,NULL,Active
329400,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.11,10X141_3560_X6,FDO1501V0TS,,9/10/2013,6/9/2014,NULL,Active
329404,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.12,10X141_3560_X7,FDO1502V026,,9/10/2013,6/9/2014,NULL,Active
329381,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.9,10X141_3560_X4,FDO1502V02Y,,9/10/2013,6/9/2014,NULL,Active
329392,259,6/8/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.20.128.10,10X141_3560_X5,FDO1501V290,,9/10/2013,6/9/2014,NULL,Active
329523,259,6/8/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.20.128.25,10X141_3560PWR_X20,FDO1515R1DH,,9/10/2013,6/9/2014,NULL,Active
329534,259,6/8/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.20.128.26,10X141_3560PWR_X21,FDO1516P04S,,9/10/2013,6/9/2014,NULL,Active
329547,259,6/8/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.20.128.27,10X141_3560PWR_X22,FDO1515P19Z,,9/10/2013,6/9/2014,NULL,Active
